"county_fips","avg_download_mbps","avg_upload_mbps","avg_latency_ms","median_download_mbps","median_upload_mbps","total_tests","total_devices","n_tiles"
"01073",135.663447200317,54.3341504031015,23.0112119476629,105.796,11.872,45398,11822,3274
"01075",85.9919257759784,71.6517368421053,51.1524966261808,43.736,4.999,741,182,131
"01077",80.3920722923239,33.6688414826498,47.8898527865405,47.894,9.4595,3804,1215,618
"01079",60.9188639053254,7.44888560157791,56.4970414201183,27.656,8.63,507,169,137
"01081",110.94105688834,56.9020014993826,20.8325983418592,78.265,11.5535,11338,2862,1070
"01083",133.13336350287,72.3940650113469,37.3740488586304,87.834,14.544,7491,1902,726
"01085",23.7653548387097,8.602866359447,105.410138248848,10.696,1.0705,217,65,58
"01087",47.757580882353,12.9949448529412,195.694852941176,33.941,8.5665,272,83,66
"01089",159.300749178276,102.821406923358,26.0613293681849,131.577,56.246,38334,9366,2435
"01091",19.6392083333333,5.31698611111111,121.183641975309,8.395,2.423,648,153,101
"01093",107.339253164557,113.841326582278,11.7019891500904,97.411,103.975,2765,913,535
"01095",102.918987972842,41.1638892337537,28.066731328807,74.471,11.429,5155,1482,859
"01097",140.026518227965,67.4589428293084,46.0645541711532,83.057,16.024,19503,5725,2051
"01099",50.1316711711712,10.405954954955,108.227477477477,21.924,3.389,444,184,130
"01101",129.469543300208,42.9943241236213,21.3400677077646,93.237,13.6775,9157,2910,930
"01103",107.943535446362,37.7176594148537,40.3469617404351,68.972,11.205,5332,1550,791
"01105",9.11762222222222,1.75795555555556,213.311111111111,6.824,0.94,45,19,19
"01107",23.7111852631579,5.83058947368421,132.576842105263,16.768,3.406,475,110,87
"01109",66.5239094540613,43.6149600532623,30.3648468708389,45.425,42.5915,751,276,168
"01111",26.0836555683123,4.14273593570608,128.148105625718,11.126,0.977,871,276,204
"01113",87.4949411995296,44.9470098000784,33.2136417091337,49.111,2.366,2551,618,283
"01115",82.1978273097648,18.3408818504403,38.7901169667499,46.441,8.5,7609,2097,1033
"01117",137.397453909535,57.317186335937,27.1439361428204,109.4105,11.5805,23302,6282,1698
"01119",46.3612283950617,11.029450617284,87.1728395061728,17.6775,4.6885,162,42,34
"01121",99.8812852614898,19.7130370839937,34.6551505546751,69.7335,9.545,3155,855,516
"01123",117.091444444445,13.3226746704332,35.0635593220339,77.515,10.656,2124,607,373
"01125",126.352666339976,41.5993581618208,34.0121964499619,96.166,11.744,9183,2709,1073
"01127",104.443854355717,20.6813611615245,55.2672413793103,61.995,10.064,2204,701,433
"01129",18.4370890688259,2.50432793522267,210.763157894737,5.569,0.847,494,135,115
"01131",19.6200584795322,5.80322807017544,61.1929824561403,7.531,2.872,171,46,37
"01133",92.2320250556792,94.3869270601335,47.9626948775056,25.3845,8.105,1796,553,300
"02020",145.414421115581,25.1196575513755,17.641404805915,112.0935,22.5485,18394,5861,2082
"02050",5.82604672897196,3.32746261682243,36.0514018691589,5.745,1.806,214,80,65
"02060",5.8806,1.1695,36.05,6.673,1.003,20,11,9
"02063",91.377210982659,75.2620606936416,15.1878612716763,31.805,10.127,346,139,71
"02066",63.4758783783784,32.8207635135135,20.8648648648649,24.96,7.646,148,68,53
"02068",43.2367912621359,17.2021747572816,20.2038834951456,16.668,3.159,206,101,71
"02070",14.4428088235294,9.62526470588235,26.9852941176471,6.1095,1.7595,68,20,16
"02090",128.201880058103,20.666362938369,32.3338866984852,71.762,12.258,4819,1819,1132
"02100",14.8672777777778,2.77131944444444,14.2083333333333,15.552,2.716,72,11,9
"02105",14.4790277777778,5.70275,45.1111111111111,10.054,4.821,36,16,13
"02110",109.365260465116,20.1779754152824,31.9249169435216,56.4645,13.9215,1505,536,270
"02122",49.5567875840114,14.3811772196675,43.1239830208702,21.966,9.062,5654,1761,1185
"02130",71.3892201117318,74.0154916201118,14.1977653631285,59.806,50.905,895,282,109
"02150",127.337642061281,20.9245807799443,23.357938718663,66.983,14.226,718,222,111
"02158",2.51925,1.2733125,39.3125,3.325,1.407,16,6,6
"02164",7.56866666666667,1.936875,130.875,6.292,1.8375,24,14,12
"02170",75.2139489951022,15.9030288802567,18.85188312785,20.909,6.287,5921,2362,1675
"02180",5.52389010989011,4.25030769230769,34.8571428571429,5.972,1.953,91,27,19
"02185",13.1241504424779,20.0053923303835,27.4660766961652,6.834,6.786,339,184,93
"02188",5.03517682926829,2.05817073170732,38.1524390243902,4.423,1.839,164,38,24
"02195",89.1560973451328,18.456778761062,35.2389380530973,76.6505,12.4665,113,39,32
"02198",9.60712154696133,2.39612154696133,49.707182320442,10.0455,1.818,181,60,42
"02220",144.986565217391,26.5155928853755,40.7391304347826,85.56,25.477,506,170,83
"02230",12.85285,1.807525,21.275,10.556,1.261,40,13,7
"02240",24.0124269230769,5.27091923076923,43.2,7.414,1.394,260,91,77
"02275",129.420346938776,30.0958571428571,17.6122448979592,85.992,10.404,49,20,15
"02290",15.0662916666667,16.7634583333333,25.0416666666667,6.04,4.407,24,12,11
"04001",11.9336839186691,8.10981885397412,150.463955637708,6.57,1.044,541,219,160
"04003",90.9862104689204,12.3123637949836,34.9607415485278,47.846,6.7365,4585,1551,628
"04005",108.735964144607,20.3127356775978,55.707724219676,51.408,11.251,10124,3544,874
"04007",59.552567097637,6.93724164065983,90.3045028979046,41.9495,5.042,2243,810,368
"04009",72.6228823529411,11.8939543023821,37.2931453573165,42.414,9.694,2057,385,214
"04011",116.642684,15.386684,103.088,61.1145,6.323,250,71,38
"04012",36.3208733552632,4.07511513157894,84.1792763157895,19.11,4.902,1216,351,169
"04013",132.789347749217,33.6491650298688,14.6938288376935,120.183,16.88,315046,83165,12947
"04015",156.592430810189,25.3688178132753,33.8847945785684,125.399,22.611,16527,4856,1279
"04017",70.8809456253089,11.192876173999,48.9310430054375,42.896,6.721,4046,1390,629
"04019",128.316635338713,17.0633090225808,20.3194995770157,97.953,10.254,61468,16502,4227
"04021",95.2703520829182,24.7817649591389,28.1617301176002,59.139,10.33,25085,6531,1697
"04023",49.810562531141,9.28274489287494,68.920279023418,19.198,3.86,2007,612,332
"04025",80.22475,14.324679920364,41.3326507394767,53.241,7.182,17580,4928,1823
"04027",105.453784202918,11.5819474306742,30.409646471284,88.535,10.8885,7609,2424,674
"05001",25.7199110738255,17.217894295302,109.919463087248,13.213,1.668,596,200,107
"05003",26.650972826087,5.75560326086956,206.909420289855,15.693,2.307,552,166,113
"05005",132.903794959908,43.371489117984,43.2222222222222,63.394,20.182,2619,853,465
"05007",128.925405704593,54.9633790563764,30.5806811587734,94.689,11.6925,22403,6307,2014
"05009",76.3133796576033,35.0928771399799,38.9466263846928,33.812,6.893,1986,672,395
"05011",23.3054791666667,3.28969791666667,70.6041666666667,13.5615,2.6855,288,89,64
"05013",62.9944934640523,56.4530359477124,173.673202614379,39.947,37.5615,306,74,54
"05015",44.780561911171,8.62739434724091,98.6406460296097,16.183,1.818,1486,481,335
"05017",42.7111118421053,6.24076315789474,138.967105263158,32.251,6.297,152,73,57
"05019",135.363210989011,70.6113373626374,15.5230769230769,95.357,52.072,910,363,211
"05021",71.5246171954964,8.45047185261003,45.1125895598772,46.2545,4.756,977,240,114
"05023",59.7384412715518,12.9471702586207,84.5441810344828,14.906,3.365,1856,561,373
"05025",12.3697380952381,2.60538095238095,409.285714285714,14.73,1.087,42,12,11
"05027",110.498411392405,27.3445886075949,60.5607594936709,54.184,17.796,790,209,110
"05029",113.91957218543,14.4751880794702,49.5814569536424,66.006,10.167,755,220,155
"05031",178.882532578221,61.130968038578,14.1234720197376,137.184,33.739,8917,2798,922
"05033",144.312803020354,83.8406536441234,40.1401838476691,99.981,35.845,3046,842,488
"05035",110.288312807882,12.528750410509,64.9967159277504,74.766,10.016,1218,438,193
"05037",46.2432423208191,5.76761433447099,109.559726962457,20.728,4.234,293,99,65
"05039",24.0106871794872,9.05281025641026,34.6,18.636,1.5875,195,86,64
"05041",38.5217433414044,5.37893946731235,117.445520581114,17.4235,4.348,413,105,72
"05043",36.088547850208,6.37815395284327,35.1608876560333,28.831,3.863,721,183,103
"05045",72.0193994010648,19.2153610248447,26.8545918367347,27.503,4.441,9016,2646,1163
"05047",37.1015116851168,29.1685658056581,65.4034440344403,9.614,1.652,813,200,140
"05049",82.02804,69.0136707692307,41.1507692307692,23.459,4.172,325,120,87
"05051",73.2665593535204,12.428622886866,51.0326955229426,40.834,6.3035,5383,1743,830
"05053",41.9260913857678,20.4290576779026,43.574531835206,23.602,2.468,1335,393,225
"05055",96.3333793103448,54.1258752268602,17.4963702359347,78.934,23.05,2204,767,413
"05057",42.3311439153439,23.6990867724868,56.5809523809524,19.914,4.541,945,269,173
"05059",172.021214608434,61.6620022590362,34.1219879518072,149.742,43.374,1328,540,357
"05061",22.3043495934959,9.56,53.4390243902439,13.331,1.146,123,55,41
"05063",79.7105889606577,20.3308872577804,63.0916030534351,47.72,13.419,1703,444,266
"05065",28.6367689873418,10.3717753164557,131.721518987342,10.407,2.266,316,114,84
"05067",77.785530956848,10.7603452157599,21.5365853658537,53.0985,7.66,533,150,96
"05069",33.0028172475424,6.44997006255585,57.5437890974084,14.411,2.105,2238,521,304
"05071",128.917853080569,23.4704727488152,63.7476303317536,44.296,9.8035,844,302,206
"05073",11.2102310469314,5.59957400722022,85.5884476534296,12.454,1.009,277,52,45
"05075",127.966626038781,67.265120498615,25.202216066482,95.396,37.0185,722,276,198
"05077",24.4627280701754,3.85145614035088,95.9298245614035,18.1485,4.8305,114,40,30
"05079",13.8916013071895,2.59823529411765,87.078431372549,10.812,1.484,306,86,61
"05081",34.0023433048433,5.73552706552707,169.397435897436,13.4365,1.538,702,171,130
"05083",15.5605945945946,3.98725337837838,119.067567567568,10.0235,1.1095,592,177,136
"05085",64.2399242621528,10.8053031684028,26.0557725694444,59.5615,7.456,4608,1395,592
"05087",70.5189028213166,94.0253228840125,113.115987460815,19.333,20.706,319,109,93
"05089",50.4657234042553,11.7086406619385,177.179669030733,18.489,4.757,846,217,151
"05091",94.951366062437,37.2112396777442,23.2608257804632,64.729,15.9705,1986,525,300
"05093",77.7907382636655,21.8432237942122,39.728617363344,46.966,8.759,1555,501,293
"05095",12.0641682242991,1.98935514018692,164.084112149533,6.541,1.066,107,39,25
"05097",24.1593633217993,6.4820570934256,111.825259515571,16.613,1.543,578,200,137
"05099",26.6372777777778,5.69738095238095,51.4047619047619,10.027,1.0225,126,38,28
"05101",9.29687288135593,2.97814971751412,179.971751412429,5.9865,0.736,354,127,112
"05103",60.4157131072411,46.8220430797434,160.889092575619,26.0375,4.973,1091,258,174
"05105",30.4681694915254,9.95934651600753,34.6177024482109,26.5495,1.8955,531,179,138
"05107",91.6320435684648,11.2839294605809,27.4522821576763,58.069,7.877,482,164,108
"05109",152.238115384615,133.280194055944,62.9597902097902,54.4255,43.088,572,199,146
"05111",87.0233401459854,52.9397854014599,35.7372262773723,54.9075,8.233,685,242,166
"05113",44.4264381139489,6.06243025540275,65.0137524557957,15.081,2.265,509,138,99
"05115",152.924494305738,24.7407993867718,33.2198861147613,85.0785,21.652,4566,1253,546
"05117",21.1455503875969,9.75595348837209,99.2945736434109,9.565,1.157,387,99,57
"05119",119.559476885645,43.3437843575858,26.4004787693274,89.1145,12.2095,25482,6987,1990
"05121",142.98830733945,26.7091544342508,50.0366972477064,79.237,18.514,654,215,131
"05123",25.2324314720812,4.58044670050761,78.5431472081218,11.4815,1.208,197,93,66
"05125",90.4762578480438,31.2250847361238,40.1304595086442,56.176,8.797,8792,2539,1053
"05127",17.7545836909871,2.30116738197425,81.4034334763949,10.946,1.518,233,77,60
"05129",41.1891718061674,23.9410220264317,84.3303964757709,12.865,1.633,227,99,66
"05131",125.888231377946,53.9399669705832,27.9017718905901,100.6265,11.7845,5813,1651,650
"05133",37.140113452188,6.6699546191248,33.5915721231767,17.025,2.968,617,159,111
"05135",50.9832427616926,10.5183140311804,73.6770601336303,14.935,2.229,449,151,113
"05137",15.445334622824,5.47510444874275,58.2920696324952,8.983,0.86,1034,286,209
"05139",164.828980736544,24.9488430594901,45.5195467422096,115.638,22.328,1765,577,283
"05141",15.2228336330935,5.91181744604317,56.419964028777,10.241,1.259,1112,359,253
"05143",141.514629812114,96.2042282880042,18.6197608724215,120.458,69.27,15222,4671,1569
"05145",47.1059967741935,16.8029129032258,39.8927419354839,22.124,3.6025,3720,1187,612
"05147",20.0826,1.89156666666667,47.2666666666667,12.433,1.072,60,30,24
"05149",61.4604950564971,11.3130346045198,38.4555084745763,40.535,10.0805,1416,255,194
"06001",155.621411744285,54.146185080299,16.1364015615199,147.401,25.107,164199,39708,3060
"06003",18.2455311653117,9.13757994579946,70.5718157181572,12.736,1.069,369,127,49
"06005",32.231196846112,7.62700380641653,49.5236541598695,20.5645,3.0835,1839,563,324
"06007",146.697948323381,19.6195770555811,32.0609784106569,96.2195,8.1085,8708,2827,1076
"06009",48.8672889867842,6.16352305433187,76.1762114537445,28.9055,5.1265,3405,1053,548
"06011",49.3103387533875,7.04105013550136,90.5948509485095,11.019,3.561,738,183,121
"06013",166.966734844188,36.5971660332048,18.6167839043945,157.581,15.474,105768,26475,3511
"06015",70.7609924717691,9.70310664993726,98.9849435382685,57.749,10.174,797,266,155
"06017",112.795909869883,15.5895485031207,37.2252195070348,46.275,6.7135,18906,5137,1788
"06019",154.351559835795,34.7127155554741,25.1245830737089,109.38,10.462,54566,15227,3032
"06021",84.5905647668393,7.86652158894646,52.6563039723661,36.121,5.9025,579,213,112
"06023",136.927285492027,19.130788798133,49.0130947750551,96.51,12.994,7713,2291,799
"06025",118.869814443797,11.2699094933023,33.0853814793244,86.366,10.281,8585,2403,543
"06027",63.736534127844,6.28541928494041,45.3044420368364,51.249,6.737,923,340,145
"06029",123.071727241293,36.7796176498837,32.2734118370248,95.714,14.003,52057,14468,3027
"06031",155.124848004161,20.7199189962294,24.3094526069432,119.691,9.774,7691,1871,467
"06033",70.2195797546012,18.1629243353783,81.3698023176551,32.645,12.1155,2934,850,528
"06035",29.8325685164213,4.55399886749717,63.5084937712344,11.555,3.2335,883,253,152
"06037",145.377820248551,35.3432275846265,18.0145133441337,139.383,16.767,938240,229538,15442
"06039",108.186162313433,14.5512476255088,39.8867028493894,34.9975,5.5555,5896,1952,814
"06041",159.329324814873,30.0276355443517,22.0380652276666,137.0475,14.2875,31735,8153,1276
"06043",10.9013622641509,2.08377264150943,156.134905660377,8.419,1.3725,1060,346,212
"06045",45.2124110095313,6.85471425792647,155.256175841276,18.941,4.985,5141,1581,785
"06047",130.870330670263,22.0273404233244,28.7374974061009,75.208,7.5625,9638,2930,910
"06049",13.3000762711864,8.23981779661017,82.885593220339,13.667,6.279,236,73,51
"06051",80.8179833096591,20.7568473011364,36.3522727272727,48.4045,13.9105,2816,1073,164
"06053",129.993633898305,22.9081201888007,32.9506972752628,97.421,11.336,23305,6504,1559
"06055",118.517322557536,19.0997210531029,33.3901674576878,67.3375,9.9925,11167,3144,882
"06057",88.4518096106572,11.7914341447942,65.0804852906193,30.0865,4.384,12611,3600,1300
"06059",142.9230342762,39.6317976842009,15.2136092767651,135.402,17.084,353744,87622,5931
"06061",129.458194825026,37.0886963624573,26.0258957893196,74.116,9.607,47807,12480,2667
"06063",16.524584179357,7.45564128595601,81.6666666666667,9.075,1.948,2364,770,395
"06065",147.664743316066,50.3931919018242,19.920435506287,128.78,18.4055,182041,48534,8034
"06067",157.947253242253,29.7939148869149,16.6837936837937,138.885,14.548,111111,30040,4183
"06069",101.51801217656,38.2975449010655,37.9827498731608,59.638,10.736,3942,1040,275
"06071",149.680359689742,48.1679902153921,19.0312075194638,134.3375,15.8965,137563,36629,6754
"06073",133.150953186571,37.6501163398516,20.4955504567123,112.9555,13.7995,297671,76125,8810
"06075",160.400457784892,64.3186149916906,15.9141933707854,157.334,39.078,98081,24287,599
"06077",148.227670630955,27.6944864621159,25.4842931299198,117.3825,11.355,41033,11047,2196
"06079",85.8092869611341,15.4060340437844,25.4186035297521,55.95,10.3665,20738,6041,1762
"06081",168.852705266742,48.5506527695643,18.4229432109385,157.6055,22.6965,111606,25363,1852
"06083",117.13887622859,15.6401902673283,29.0225708340003,100.203,11.4465,31235,8011,1552
"06085",149.922592191369,36.5467485163599,18.9499942863673,132.496,15.0135,262530,59470,4188
"06087",116.550543800163,27.4035670629641,37.0836087385725,86.251,9.3415,23299,6193,1500
"06089",79.6764445563247,14.2070585273757,70.7122718691001,36.692,8.302,7945,2644,1229
"06091",13.9762676399027,2.22507785888078,133.501216545012,9.427,1.67,411,135,69
"06093",40.1544175257732,6.851919868791,63.1087160262418,14.666,2.611,2134,687,393
"06095",161.299532258065,31.2359144704478,22.3375852132968,142.5475,13.678,28458,7713,1390
"06097",139.366535662432,22.5818399879008,34.8567755595886,107.944,11.591,33060,9940,2640
"06099",140.389994906025,23.3457597751624,26.4099420340769,116.417,11.757,28465,8178,1517
"06101",158.074710546574,15.1151289453426,19.9005003849115,106.7335,8.9595,5196,1455,390
"06103",52.4291056701031,6.24238402061855,92.229381443299,10.435,1.9595,1940,565,360
"06105",10.4918868894602,2.24381233933162,288.053984575835,6.483,1.536,389,143,113
"06107",132.308052087323,29.5824576311758,30.9032937571812,72.54,9.246,20888,6201,1663
"06109",84.4917530595593,7.6997109056296,72.2643459341855,24.01,3.875,3677,1213,625
"06111",136.593196719128,35.9946701952012,18.8518548107907,122.6065,15.6065,75102,19333,2552
"06113",125.404167175184,36.3475816806509,22.7465675057208,85.5565,9.2575,15732,4252,706
"06115",172.240332207792,17.5306776623377,34.2753246753247,48.873,6.391,3850,1047,413
"08001",150.104418095393,23.6497735028845,19.3824652636711,127.581,11.759,24614,7228,1625
"08003",63.9826917293233,18.9174605263158,27.8308270676692,33.237,11.21,532,195,102
"08005",153.698371882086,26.0175587697862,18.1006538537745,143.835,14.366,45423,12429,1899
"08007",18.3314028520499,4.5091550802139,80.7188057040998,11.151,2.018,2244,731,323
"08009",40.4506585365854,32.888512195122,22.8943089430894,17.418,6.8865,123,36,30
"08011",82.2693440860215,37.1244301075269,21.5806451612903,27.01,15.856,93,29,17
"08013",148.2081229925,57.5353488933602,23.7217486738613,123.044,16.022,27335,7750,1647
"08014",155.808754906367,28.0694973782771,14.3832209737828,147.17,16.72,6675,1724,269
"08015",35.2215731343284,4.92961014925373,82.8202985074627,10.216,2.141,1675,493,271
"08017",5.84670967741935,7.73590322580645,185.096774193548,4.752,5.056,31,12,10
"08019",38.519990689013,5.85793668528864,176.921787709497,17.545,2.802,1074,276,146
"08021",36.6998268398268,24.6975194805195,44.030303030303,27.011,10.061,231,88,63
"08023",39.1532421875,33.5395859375,68.078125,31.599,11.189,128,50,39
"08025",25.1006451612903,15.4304516129032,20,17.824,10.993,31,10,7
"08027",13.5593731825525,5.69815670436187,153.474959612278,8.412,2.849,619,185,149
"08029",103.490980603448,86.3224612068966,19.0775862068966,89.288,44.814,1392,451,301
"08031",152.113517593847,54.6162095919343,12.2421295927313,143.52,34.095,50188,14304,1423
"08033",23.8687727272727,6.97186363636364,259.727272727273,43.664,7.051,22,12,9
"08035",154.202931762538,24.0404603659339,21.584098986442,127.417,12.466,37985,10243,1977
"08037",103.989021443588,16.1823663629993,29.7950946040645,85.12,10.444,7135,2452,609
"08039",55.4958135686707,23.7586558190844,81.7810259238831,19.912,4.271,1813,480,313
"08041",148.013574895481,26.0841298427234,23.3028469042405,114.3595,11.184,50230,14280,3214
"08043",70.0880194850383,9.18734446764092,54.1572720946416,24.586,7.527,1437,420,248
"08045",120.617522014309,10.474137864612,39.3926802421574,64.5445,6.7615,3634,1100,474
"08047",30.0793946188341,6.67260538116592,104.923766816143,18.568,3.569,669,169,111
"08049",74.5660475059383,6.75451686460807,54.0717339667458,29.7005,4.317,2105,956,388
"08051",67.621070006035,9.43316716958359,91.3633071816536,28.242,6.8,1657,542,209
"08053",12.543624137931,4.79482068965517,82.1103448275862,7.74,2.102,290,72,31
"08055",51.9672886597938,40.4360235640648,79.4874815905744,14.741,5.774,679,159,99
"08057",24.8012307692308,3.64498461538462,140.353846153846,20.5525,3.4135,65,23,20
"08059",134.20116622679,25.0412677332711,29.4426252481607,114.865,11.292,42815,11771,2701
"08061",18.1406,10.055,33.6,11.803,9.891,5,3,3
"08063",33.5353059701493,6.40268656716418,38.089552238806,15.245,4.5615,134,57,34
"08065",53.5104024390244,7.62654065040651,166.040650406504,18.0785,4.189,246,131,84
"08067",49.6454822749299,11.5364498852334,63.495791889824,18.0065,4.345,3921,1195,536
"08069",142.880162385352,32.3326146478492,27.6048668223508,89.157,10.427,29547,8475,2295
"08071",94.9418108614232,12.2747078651685,35.8988764044944,27.093,6.581,534,183,109
"08073",10.2719726027397,0.920095890410959,64.972602739726,10.827,1.503,73,17,11
"08075",71.2329508928571,14.9946339285714,22.6997767857143,51.209,11.1705,896,245,120
"08077",94.6545649508055,15.0070158277485,25.4026807357764,69.5705,11.1375,7013,2160,842
"08079",41.0649098360656,37.1926639344262,19.655737704918,34.681,29.407,122,61,41
"08081",73.5092219679634,32.4820549199085,51.7986270022883,28.421,9.0595,437,138,76
"08083",41.6333484419263,11.0193484419263,65.828611898017,18.875,3.61,706,270,153
"08085",121.650586615841,88.7779978822532,15.8509106310885,51.866,16.868,2361,739,347
"08087",145.334812,95.356416,36.573,90.865,19.523,1000,255,108
"08089",70.0798993506493,24.9607727272727,33.3603896103896,36.5435,11.8325,308,106,72
"08091",13.0937579710145,11.2052072463768,48.8289855072464,9.5985,5.3015,690,222,120
"08093",19.6621019477828,3.71716286779942,201.389970990468,13.554,2.137,2413,770,535
"08095",97.3559471365639,32.814845814978,15.4405286343612,82.895,21.868,227,47,29
"08097",114.823363540291,14.2607764861295,36.0472919418758,82.191,10.527,3785,1419,329
"08099",116.260019607843,18.7417490196078,36.0588235294118,59.778,10.86,255,96,53
"08101",128.487263992235,12.5888602394047,32.4456486573924,51.243,7.1885,6182,1733,812
"08103",56.2008013392857,71.0239732142857,29.5424107142857,28.0315,29.1835,448,187,108
"08105",41.6181815718157,22.4298726287263,28.1815718157182,24.125,15.549,369,145,107
"08107",77.3316381197682,13.4947549903413,53.3264649066323,18.893,5.797,3106,1083,403
"08109",23.2435381818182,16.1356909090909,54.5054545454545,20.181,12.924,275,97,77
"08111",74.1505806451613,62.3185215053763,28.5,19.772,7.526,186,92,15
"08113",51.5245730693069,21.4760320792079,64.9936633663366,21.1475,5.3895,2525,765,188
"08115",52.1633913043478,10.538652173913,37.2173913043478,29.462,9.897,69,16,13
"08117",138.257081424234,17.4928520563069,43.147943693072,116.895,8.845,3623,1703,439
"08119",37.2411352288488,17.9713678918169,85.627253814147,15.081,3.261,2884,703,379
"08121",23.9028666666667,5.85086666666667,51.2333333333333,23.175,2.502,30,15,13
"08123",128.629879073482,21.6170880724175,23.3470181043663,79.306,10.5675,18780,5393,1754
"08125",18.858854368932,9.68903883495146,37.2427184466019,13.6375,2.396,103,44,32
"09001",134.82477169824,33.6141034794097,17.249661422194,121.8435,24.9805,119618,28442,6308
"09003",137.559455957393,21.7577430316367,17.1936152570481,119.303,11.606,62712,15468,5005
"09005",134.415750682891,19.0880069530668,19.9983238142538,110.2395,11.7085,16108,4548,2376
"09007",140.530619274137,11.7355112755462,19.3768498942918,121.895,9.6,11352,3102,1511
"09009",141.124004853375,18.9619148509175,21.1878071756225,120.495,11.936,48832,13503,4569
"09011",142.177306862878,14.3976491930015,19.966702834667,115.377,11.2555,14746,4455,2136
"09013",145.578223493976,14.6361474698795,17.676265060241,113.0025,11.132,8300,2296,1228
"09015",103.116988849606,14.3896943160185,16.4680446015774,74.744,10.6785,3677,1163,780
"10001",187.23682083958,36.2718244377811,22.3817091454273,171.566,14.456,6670,2139,965
"10003",159.964122314329,70.5766403315851,14.6664270005075,141.775,45.922,23644,6509,2127
"10005",136.064268345368,20.9818207739308,35.7897302968586,117.954,12.675,16203,4961,1905
"11001",154.551287567176,70.775243463208,11.9279144274494,148.8705,53.1565,38704,9916,720
"12001",119.878534043874,49.9907850786424,33.3062396523179,73.219,10.522,19328,5239,1497
"12003",114.584017268446,10.8872982731554,25.7598116169545,58.252,8.335,637,190,129
"12005",134.584737695033,39.5528065877742,32.066103866737,122.204,17.926,13267,4285,1023
"12007",64.1136706875754,7.52922919179735,53.7237635705669,13.549,1.418,829,283,177
"12009",127.589887413778,51.7514045426996,19.8161563104274,95.144,13.596,34649,10429,2775
"12011",154.865079203903,54.7491919526179,14.6320820335553,148.266,24.055,189776,50912,3827
"12013",23.0680618556701,6.42988144329897,69.8453608247423,10.4085,1.169,194,84,78
